"AREAKEY","INTPTLAT","INTPTLON","AREALAND","AREAWATR","AREALANM","AREAWATM","STUSAB","REGION","DIVISION","STATECE","STATE","COUNTY","COUNTYSC","COUSUB","COUSUBCC","COUSUBSC","PLACE","PLACECC","PLACEDC","PLACESC","TRACT","BLKGRP","BLOCK","CONCIT","CONCITCC","CONCITSC","AIANHHCE","AIANHH","AIANHHCC","AIHHTLI","AITSCE","AITS","AITSCC","ANRC","ANRCCC","MSACMSA","MASC","CMSA","MACCI","PMSA","NECMA","NECMACCI","NECMASC","EXI","UA","UASC","UATYPE","UR","CD106","CD108","CD109","CD110","SLDU","SLDL","VTD","VTDI","ZCTA3","ZCTA5","SUBMCD","SUBMCDCC","FUNCSTAT","GCUNI","LSADC","SDELM","SDSEC","SDUNI","TAZ","UGA","PUMA5","PUMA1","MACC","UACP","P001001","P002001","P003001","P004001","P005001","P005002","P005003","P005004","P005005","P005006","P005007","P006001","P006002","P006003","P006004","P006005","P006006","P006007","P006008","P052001","P052002","P052003","P052004","P052005","P052006","P052007","P052008","P052009","P052010","P052011","P052012","P052013","P052014","P052015","P052016","P052017"
"42017102200","40.346459","-75.270955","1167819","0","0.45","0.00","PA","1","2","23","42","017","20","","","","","","0","","102200","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1001","459","1001","45.9","1001","1001","1001","0","0","0","0","1001","994","0","0","4","0","0","3","330","11","9","7","10","5","16","13","16","18","51","56","68","23","12","13","2"
"42017102300","40.399702","-75.279156","33538435","384657","12.95","0.15","PA","1","2","23","42","017","20","","","","","","0","","102300","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5199","788","5199","15.2","5199","3141","3141","0","2058","0","2058","5199","5038","27","12","61","0","19","42","1821","77","52","38","76","63","125","107","106","140","130","191","334","215","77","65","25"
"42017102400","40.371791","-75.292966","6707214","31843","2.59","0.01","PA","1","2","23","42","017","20","","","","","","0","","102400","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","8828","1024","8828","11.6","8828","8828","8828","0","0","0","0","8828","8725","35","0","0","0","23","45","3296","212","131","158","163","156","198","169","161","176","424","529","470","138","108","77","26"
"42017102500","40.358565","-75.310082","3004705","40461","1.16","0.02","PA","1","2","23","42","017","20","","","","","","0","","102500","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4595","743","4564","16.3","4595","4595","4595","0","0","0","0","4595","4460","0","0","0","0","37","98","1752","74","43","68","141","101","117","135","158","111","238","259","176","82","37","12","0"
"42017102600","40.325393","-75.325539","1372929","0","0.53","0.00","PA","1","2","23","42","017","20","","","","","","0","","102600","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2180","333","2211","15.1","2180","2180","2180","0","0","0","0","2180","2110","21","0","17","0","20","12","1017","87","67","104","75","85","39","57","23","72","81","128","122","43","13","7","14"
"42017102700","40.365476","-75.333427","42212928","211840","16.30","0.08","PA","1","2","23","42","017","20","","","","","","0","","102700","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4233","678","4233","16.0","4233","1573","1573","0","2660","23","2637","4233","4143","17","0","47","16","3","7","1637","96","128","111","66","80","81","71","91","71","188","181","204","120","57","51","41"
"42017102801","40.417336","-75.438459","28270451","27023","10.92","0.01","PA","1","2","23","42","017","20","","","","","","0","","102801","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3096","459","3096","14.8","3096","1022","1022","0","2074","0","2074","3096","3029","34","7","11","0","7","8","1067","11","36","35","62","18","60","65","72","58","133","145","204","58","52","45","13"
"42017102802","40.436132","-75.396835","44399425","50121","17.14","0.02","PA","1","2","23","42","017","20","","","","","","0","","102802","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5714","661","5714","11.6","5714","4137","4137","0","1577","10","1567","5714","5576","50","0","46","8","8","26","2009","59","71","68","85","77","166","72","63","121","214","363","325","184","56","59","26"
"42017102900","40.411305","-75.381577","1108121","0","0.43","0.00","PA","1","2","23","42","017","20","","","","","","0","","102900","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1059","462","1059","43.6","1059","1059","1059","0","0","0","0","1059","1026","7","3","7","0","6","10","377","3","17","14","20","20","29","23","30","28","32","64","55","29","9","0","4"
"42017103001","40.420220","-75.346358","20671385","0","7.98","0.00","PA","1","2","23","42","017","20","","","","","","0","","103001","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4694","564","4694","12.0","4694","3327","3327","0","1367","45","1322","4694","4513","102","0","48","0","11","20","1815","130","138","111","86","76","82","82","132","130","272","299","184","69","16","0","8"
"42017103002","40.463528","-75.341984","32323072","127003","12.48","0.05","PA","1","2","23","42","017","20","","","","","","0","","103002","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5226","618","5226","11.8","5226","3584","3584","0","1642","16","1626","5226","5041","94","0","33","0","30","28","1941","95","81","106","69","113","115","161","157","101","245","245","311","111","8","17","6"
"42017103101","40.443281","-75.330180","1132052","0","0.44","0.00","PA","1","2","23","42","017","20","","","","","","0","","103101","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2424","355","2478","14.3","2424","2424","2424","0","0","0","0","2424","2329","0","0","95","0","0","0","971","63","70","84","65","76","96","46","73","44","74","134","90","38","6","0","12"
"42017103102","40.439988","-75.341016","1544839","0","0.60","0.00","PA","1","2","23","42","017","20","","","","","","0","","103102","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2134","333","2080","16.0","2134","2134","2134","0","0","0","0","2134","2015","0","11","17","25","36","30","814","45","33","51","68","59","98","30","48","48","85","92","100","52","5","0","0"
"42017103103","40.437374","-75.351095","2560511","0","0.99","0.00","PA","1","2","23","42","017","20","","","","","","0","","103103","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4373","634","4373","14.5","4373","4373","4373","0","0","0","0","4373","4099","29","0","139","0","44","62","1642","85","59","124","101","93","129","101","138","102","183","184","180","104","37","18","4"
"42017103200","40.473184","-75.321523","660073","0","0.25","0.00","PA","1","2","23","42","017","20","","","","","","0","","103200","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1283","556","1283","43.3","1283","0","0","0","1283","0","1283","1283","1267","5","0","0","0","2","9","430","18","8","28","32","32","42","29","20","41","56","58","40","9","11","2","4"
"42017103300","40.473093","-75.258198","51989416","3044538","20.07","1.18","PA","1","2","23","42","017","20","","","","","","0","","103300","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2191","493","2191","22.5","2191","0","0","0","2191","10","2181","2191","2163","8","0","15","0","0","5","808","34","28","42","43","16","25","39","46","57","60","147","134","74","32","11","20"
"42017103400","40.522365","-75.298634","79721587","0","30.78","0.00","PA","1","2","23","42","017","20","","","","","","0","","103400","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4963","732","4963","14.7","4963","442","442","0","4521","66","4455","4963","4934","0","0","5","0","0","24","1905","67","79","45","55","75","96","99","125","104","206","338","321","131","60","23","81"
"42017103500","40.568642","-75.222000","23843718","425752","9.21","0.16","PA","1","2","23","42","017","20","","","","","","0","","103500","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1325","596","1313","45.4","1325","0","0","0","1325","24","1301","1325","1291","0","0","16","0","4","14","474","19","17","17","18","19","25","13","29","11","29","63","83","52","29","24","26"
"42017103600","40.595429","-75.195679","2575532","153349","0.99","0.06","PA","1","2","23","42","017","20","","","","","","0","","103600","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","851","392","863","45.4","851","0","0","0","851","0","851","851","837","0","0","0","0","10","4","383","14","25","16","28","14","26","25","30","20","47","46","43","29","12","2","6"
"42017103700","40.520357","-75.174991","57477511","1019623","22.19","0.39","PA","1","2","23","42","017","20","","","","","","0","","103700","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3517","526","3517","15.0","3517","0","0","0","3517","66","3451","3517","3508","9","0","0","0","0","0","1342","51","42","36","84","68","76","84","53","65","107","220","164","151","43","64","34"
"42017103800","40.554318","-75.118487","16764206","603001","6.47","0.23","PA","1","2","23","42","017","20","","","","","","0","","103800","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1408","639","1408","45.4","1408","0","0","0","1408","19","1389","1408","1392","8","0","4","0","0","4","559","19","28","37","26","30","24","39","27","32","68","73","80","39","17","17","3"
